LicenseClass,SubClass,LicenseNumber,LicenseDate,LicenseEndDate,LicenseYear,CertificateNumber,LicenseStatus,TradeName,CorpName,Long,Lat,EstablishmentDesc,DayPerWeek,Description,AddrStreet,AddrZip,CityStateZip
LBD7,BWL,249,5/1/2013,4/30/2014,2013,690,Renewed,SUPER STAR INN,"SERDENES RESTAURANT, INC.",-76.54958,39.301294,Tavern,7 days,"Beer, Wine, & Liquor",5603 PULASKI HIGHWAY,21205,"Baltimore, MD 21205"
LBD7,BWL,171,5/1/2013,4/30/2014,2013,472,Renewed,8 X 10 CLUB,"CONSENSUAL REALITY, LLC",-76.613842,39.276889,Tavern,7 days,"Beer, Wine, & Liquor",8-10 CROSS STREET EAST,21230,"Baltimore, MD 21230"
LBD7,BWL,236,5/1/2013,4/30/2014,2013,654,Renewed,DIVING HORSE GENTLEMAN CLUB,"5 COMMERCE STREET, LLC",-76.610227,39.289459,Tavern,7 days,"Beer, Wine, & Liquor",5-11 COMMERCE STREET,21202,"Baltimore, MD 21202"
LBD7,BWL,302,5/1/2014,4/30/2015,2014,835,Renewed,CAPTAIN LARRY'S,"CANDLEFACE, LLC",-76.604874,39.272889,Tavern,7 days,"Beer, Wine, & Liquor",601-05 FORT AVENUE EAST,21230,"Baltimore, MD 21230"
LBD7,BWL,261,5/1/2013,4/30/2014,2013,722,Renewed,VERNELL'S ICE PARADISE,"VERNELL'S ICE PARADISE, INC.",-76.647704,39.301918,Tavern,7 days,"Beer, Wine, & Liquor",1135 MONROE STREET NORTH,21217,"Baltimore, MD 21217"
LBD7,BWL,106,5/1/2013,4/30/2014,2013,293,Renewed,BARFLY'S,"MJL INVESTMENTS, LLC",-76.60472,39.272839,Tavern,7 days,"Beer, Wine, & Liquor",620 FORT AVENUE EAST,21230,"Baltimore, MD 21230"
LBD7,BWL,239,5/1/2013,4/30/2014,2013,659,Renewed,ROOTS UNLTD.,"JACKSON LOUNGE, INC.",-76.650854,39.289877,Tavern,7 days,"Beer, Wine, & Liquor",2148-52 VINE STREET,21223,"Baltimore, MD 21223"
LBD7,BWL,149,5/1/2013,4/30/2014,2013,403,Renewed,CENTERSTAGE,"CENTER STAGE ASSOCIATES, INC.",-76.612921,39.298011,Tavern,7 days,"Beer, Wine, & Liquor",700-02 CALVERT STREET NORTH,21202,"Baltimore, MD 21202"
LBD7,BWL,245,5/1/2013,4/30/2014,2013,671,Renewed,MUSTANG INN,"GINGER, INC.",-76.571291,39.286452,Tavern,7 days,"Beer, Wine, & Liquor",3203 EASTERN AVENUE,21224,"Baltimore, MD 21224"
LBD7,BWL,229,5/1/2013,4/30/2014,2013,636,Renewed,HAWLEY'S PUB,"HAWLEY ENTERPRISES, LLC",-76.654293,39.26496,Tavern,7 days,"Beer, Wine, & Liquor",2616-18 WASHINGTON BOULEVARD,21230,"Baltimore, MD 21230"
LBD7,BWL,269,5/1/2013,4/30/2014,2013,742,Renewed,COCKEYED COW SALOON,"900 CAREY, INC.",-76.637138,39.281957,Tavern,7 days,"Beer, Wine, & Liquor",900 CAREY STREET SOUTH,21223,"Baltimore, MD 21223"
LBD7,BWL,220,5/1/2013,4/30/2014,2013,610,Renewed,BO BROOKS RESTAURANT & CATERING,"BOSTON STREET SEAFOOD, LLC",-76.576515,39.278543,Tavern,7 days,"Beer, Wine, & Liquor",2780 BOSTON STREET,21224,"Baltimore, MD 21224"
LBD7,BWL,96,5/1/2013,4/30/2014,2013,276,Renewed,EL OASIS RESTAURANT Y DISCOTEC,"EL OASIS RESTAURANT Y DISCOTEC, INC.",-76.56377,39.286744,Tavern,7 days,"Beer, Wine, & Liquor",3919-21 EASTERN AVENUE,21224,"Baltimore, MD 21224"
LBD7,BWL,264,4/22/2014,4/30/2014,2013,T0735,Transferred,LITTLE DARLINGS,"BALTIMORE LITTLE D'S, LLC",-76.610104,39.289727,Tavern,7 days,"Beer, Wine, & Liquor",403-05 BALTIMORE STREET EAST,21202,"Baltimore, MD 21202"
AE,AE,15,7/1/2013,6/30/2014,2013,1286,Renewed,RED ROOSTER,"RED ROOSTER, INC.",-76.539383,39.316041,Adult,,,6412-16 FRANKFORD AVENUE,21206,"Baltimore, MD 21206"
LBD7,BWL,164,5/1/2013,4/30/2014,2013,455,Renewed,GARRISON LOUNGE,"DMT ENTERPRISES, INC.",-76.674599,39.310912,Tavern,7 days,"Beer, Wine, & Liquor",3403-05 CLIFTON AVENUE,21216,"Baltimore, MD 21216"
LBD7,BWL,26,5/1/2013,4/30/2014,2013,55,Renewed,CLUB HOUSE BAR & LIQUOR,"P.N.J., INC",-76.566678,39.312313,Tavern,7 days,"Beer, Wine, & Liquor",4217 ERDMAN AVENUE,21213,"Baltimore, MD 21213"
LBD7,BWL,443,5/1/2013,4/30/2014,2013,1221,Renewed,SECURED CREDITOR,N/A,-76.583617,39.297355,Tavern,7 days,"Beer, Wine, & Liquor",532-34 MONTFORD AVENUE NORTH,21205,"Baltimore, MD 21205"
LBD7,BWL,125,5/1/2013,4/30/2014,2013,338,Renewed,PICKLES PUB,"PICKLES VENTURES, INC.",-76.622688,39.285446,Tavern,7 days,"Beer, Wine, & Liquor",516-20 WASHINGTON BOULEVARD,21230,"Baltimore, MD 21230"
LBD7,BWL,79,5/1/2013,4/30/2014,2013,215,Renewed,OTTOBAR,"CAMP ZAMA, INC.",-76.619795,39.31883,Tavern,7 days,"Beer, Wine, & Liquor",2549-53 HOWARD STREET NORTH,21218,"Baltimore, MD 21218"
LBD7,BWL,52,5/1/2013,4/30/2014,2013,125,Renewed,CURLEY STREET CAFE,N/A,-76.57495,39.284168,Tavern,7 days,"Beer, Wine, & Liquor",701 CURLEY STREET SOUTH,21224,"Baltimore, MD 21224"
LBD7,BWL,476,5/1/2013,4/30/2014,2013,1432,Renewed,KITTY'S LOUNGE,"PAN, INC.",-76.60942,39.327522,Tavern,7 days,"Beer, Wine, & Liquor",3208 GREENMOUNT AVENUE,21218,"Baltimore, MD 21218"
LBD7,BWL,241,5/1/2013,4/30/2014,2013,666,Renewed,CLUB CHARLES-ZODIAC,"MARTIN & KAHOE, INC.",-76.616454,39.309533,Tavern,7 days,"Beer, Wine, & Liquor",1724-26 CHARLES STREET NORTH,21201,"Baltimore, MD 21201"
LBD7,BWL,213,5/1/2013,4/30/2014,2013,592,Renewed,NEW BUCKETT'S LOUNGE,"NEW BUCKETT'S LOUNGE, INC.",-76.588388,39.307612,Tavern,7 days,"Beer, Wine, & Liquor",1432 CHESTER STREET NORTH,21213,"Baltimore, MD 21213"
LBD7,BWL,68,5/1/2013,4/30/2014,2013,193,Renewed,YOUNG'S,"YOUNG'S II, INC.",-76.583852,39.303624,Tavern,7 days,"Beer, Wine, & Liquor",2401 CHASE STREET EAST,21213,"Baltimore, MD 21213"
AE,AE,24,7/1/2013,6/30/2014,2013,1303,Renewed,GODDESS,"36 S. EUTAW, INC.",-76.620818,39.287661,Adult,,,36-38 EUTAW STREET SOUTH,21201,"Baltimore, MD 21201"
AE,AE,27,7/1/2014,6/30/2015,2014,1321,Renewed,DOWNTOWN LOUNGE,"FOUR ONE FOUR, LLC",-76.60958,39.289765,Adult,,,414-16 BALTIMORE STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,125,5/1/2013,4/30/2014,2013,338,Renewed,PICKLES PUB,"PICKLES VENTURES, INC.",-76.622688,39.285446,Tavern,7 days,"Beer, Wine, & Liquor",516-20 WASHINGTON BOULEVARD,21230,"Baltimore, MD 21230"
LBD7,BWL,209,5/1/2013,4/30/2014,2013,587,Renewed,SHIRLEY'S PLACE,"ROBJAC, INC.",-76.571933,39.319099,Tavern,7 days,"Beer, Wine, & Liquor",3300 LAWNVIEW AVENUE,21213,"Baltimore, MD 21213"
LBD7,BWL,96,5/1/2013,4/30/2014,2013,276,Renewed,EL OASIS RESTAURANT Y DISCOTEC,"EL OASIS RESTAURANT Y DISCOTEC, INC.",-76.56377,39.286744,Tavern,7 days,"Beer, Wine, & Liquor",3919-21 EASTERN AVENUE,21224,"Baltimore, MD 21224"
LBD7,BWL,142,5/1/2013,4/30/2014,2013,390,Renewed,NORMA JEAN'S,"PP & G, INC.",-76.609797,39.289752,Tavern,7 days,"Beer, Wine, & Liquor",10 CUSTOM HOUSE AVENUE,21202,"Baltimore, MD 21202"
LBD7,BWL,95,5/1/2014,4/30/2015,2014,237,,CLUB INTERNATIONAL,"CLUB INTERNATIONAL, LLC",-76.653738,39.287821,Tavern,7 days,"Beer, Wine, & Liquor",2301 BALTIMORE STREET WEST,21223,"Baltimore, MD 21223"
LBD7,BWL,145,5/1/2013,4/30/2014,2013,395,Renewed,COLLEEN'S CORNER,"V.G. ENTERPRISES, INC",-76.631927,39.26312,Tavern,7 days,"Beer, Wine, & Liquor",2231 CEDLEY STREET,21230,"Baltimore, MD 21230"
LBD7,BWL,347,5/1/2013,4/30/2014,2013,931,Renewed,GOOD TIMES LIQUOR & BAR LOUNGE,"GOOD TIMES, LLC",-76.642467,39.288321,Tavern,7 days,"Beer, Wine, & Liquor",1600 BALTIMORE STREET WEST,21223,"Baltimore, MD 21223"
LBD7,BWL,120,5/1/2013,4/30/2014,2013,328,Renewed,FAVORITES PUB,"BEN & TIM, INC.",-76.60994,39.360784,Tavern,7 days,"Beer, Wine, & Liquor",5804 YORK ROAD,21212,"Baltimore, MD 21212"
LBD7,BWL,90,5/1/2013,4/30/2014,2013,253,Renewed,CHUCK'S NEW JOHNSON'S LOUNGE,"MONT, INC.",-76.650431,39.29471,Tavern,7 days,"Beer, Wine, & Liquor",546 PULASKI STREET NORTH,21223,"Baltimore, MD 21223"
LBD7,BWL,88,5/1/2013,4/30/2014,2013,247,Renewed,LA ROCA,"LA ROCA, LLC",-76.572122,39.295697,Tavern,7 days,"Beer, Wine, & Liquor",3210-14 PULASKI HIGHWAY,21224,"Baltimore, MD 21224"
LBD7,BWL,49,5/1/2013,4/30/2014,2013,117,Renewed,CLUB 4040 LIQUOR & GROCERY,"CLUB 4040, INC.",-76.639273,39.307318,Tavern,7 days,"Beer, Wine, & Liquor",2139-43 PENNSYLVANIA AVENUE,21217,"Baltimore, MD 21217"
LBD7,BWL,158,5/1/2013,4/30/2014,2013,431,Renewed,ANNABEL LEE TAVERN,"KURT'S PLACE, LLC",-76.569888,39.285362,Tavern,7 days,"Beer, Wine, & Liquor",601 CLINTON STREET SOUTH,21224,"Baltimore, MD 21224"
LBD7,BWL,161,5/1/2013,4/30/2014,2013,444,Renewed,SUGAR HILL TAVERN,"HBS ENTERPRISES, INC.",-76.639372,39.311481,Tavern,7 days,"Beer, Wine, & Liquor",2361 DRUID HILL AVENUE,21217,"Baltimore, MD 21217"
LBD7,BWL,105,5/1/2013,4/30/2014,2013,292,Renewed,K&D SPORTS BAR AND LOUNGE,"CONKLING HOLDINGS, INC.",-76.567384,39.290166,Tavern,7 days,"Beer, Wine, & Liquor",200 CONKLING STREET SOUTH,21224,"Baltimore, MD 21224"
LBD7,BWL,182,5/1/2013,4/30/2014,2013,502,Renewed,M & M LOUNGE,"MYONGNAM, INC.",-76.5825,39.304738,Tavern,7 days,"Beer, Wine, & Liquor",2500 BIDDLE STREET EAST,21213,"Baltimore, MD 21213"
LBD7,BWL,286,5/1/2013,4/30/2014,2013,779,Renewed,ROYAL CASINO,IVEY CORPORATION,-76.633067,39.302232,Tavern,7 days,"Beer, Wine, & Liquor",1515-19 PENNSYLVANIA AVENUE,21217,"Baltimore, MD 21217"
LBD7,BWL,348,5/1/2013,4/30/2014,2013,933,Renewed,SANDMAN'S,"SEAN'S SANDMAN,INC.",-76.567917,39.283984,Tavern,7 days,"Beer, Wine, & Liquor",708 BAYLIS STREET SOUTH,21224,"Baltimore, MD 21224"
LBD7,BWL,360,5/1/2014,4/30/2015,2014,988,Renewed,DOWNTOWN LOUNGE,"FOUR ONE FOUR, LLC",-76.60958,39.289765,Tavern,7 days,"Beer, Wine, & Liquor",414-16 BALTIMORE STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,428,5/1/2013,4/30/2014,2013,1185,Renewed,PAPARAZZI NIGHT CLUB,"EAGLE ENTERTAINMENT, LLC",-76.609524,39.292435,Tavern,7 days,"Beer, Wine, & Liquor",407 SARATOGA STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,97,5/1/2013,4/30/2014,2013,277,Renewed,MUM'S THE WORD,"BSH, INC.",-76.615479,39.275919,Tavern,7 days,"Beer, Wine, & Liquor",1132 HANOVER STREET SOUTH,21230,"Baltimore, MD 21230"
LBD7,BWL,220,5/1/2013,4/30/2014,2013,610,Renewed,BO BROOKS RESTAURANT & CATERING,"BOSTON STREET SEAFOOD, LLC",-76.576515,39.278543,Tavern,7 days,"Beer, Wine, & Liquor",2780 BOSTON STREET,21224,"Baltimore, MD 21224"
LBD7,BWL,236,5/1/2013,4/30/2014,2013,654,Renewed,DIVING HORSE GENTLEMAN CLUB,"5 COMMERCE STREET, LLC",-76.610227,39.289459,Tavern,7 days,"Beer, Wine, & Liquor",5-11 COMMERCE STREET,21202,"Baltimore, MD 21202"
LBD7,BWL,209,5/1/2013,4/30/2014,2013,587,Renewed,SHIRLEY'S PLACE,"ROBJAC, INC.",-76.571933,39.319099,Tavern,7 days,"Beer, Wine, & Liquor",3300 LAWNVIEW AVENUE,21213,"Baltimore, MD 21213"
LBD7,BWL,247,5/1/2013,4/30/2014,2013,683,Renewed,LA RUMBA,"LA RUMBA, LLC",-76.594231,39.289223,Tavern,7 days,"Beer, Wine, & Liquor",1650-54 PRATT STREET EAST,21231,"Baltimore, MD 21231"
LBD7,BWL,335,5/1/2013,4/30/2014,2013,912,Renewed,COACH'S RONDEZVOUS,"COACHES LIBATION RONDEZVOUS TAVERN, LLC",-76.619471,39.317751,Tavern,7 days,"Beer, Wine, & Liquor",134-36 25TH STREET WEST,21218,"Baltimore, MD 21218"
LBD7,BWL,268,4/8/2014,4/30/2014,2013,T0741,Transferred,BOATHOUSE CANTON,"CANTON WATERFRONT RESTAURANT, LLC",-76.575794,39.278268,Tavern,7 days,"Beer, Wine, & Liquor",2809 BOSTON STREET,21224,"Baltimore, MD 21224"
LBD7,BWL,46,5/1/2013,4/30/2014,2013,110,Renewed,PAIK'S PLACE,N/A,-76.57518,39.231526,Tavern,7 days,"Beer, Wine, & Liquor",3563 FAIRFIELD ROAD,21226,"Baltimore, MD 21226"
LBD7,BWL,393,7/30/2014,4/30/2015,2014,T1098,Transferred,HALF MILE TRACK,"TOM & DAN, LLC",-76.683695,39.281705,Tavern,7 days,"Beer, Wine, & Liquor",4108 FREDERICK AVENUE,21229,"Baltimore, MD 21229"
LBD7,BWL,310,5/1/2013,4/30/2014,2013,844,Renewed,CANTON'S PORTSIDE TAVERN,"BALTIMORE BUDDIES, LLC",-76.576014,39.280016,Tavern,7 days,"Beer, Wine, & Liquor",2821-23 O'DONNELL STREET,21224,"Baltimore, MD 21224"
LBD7,BWL,267,5/1/2013,4/30/2014,2013,739,Renewed,THE GET DOWN,"BJB-1, INC.",-76.595183,39.283297,Tavern,7 days,"Beer, Wine, & Liquor",701 BOND STREET SOUTH,21231,"Baltimore, MD 21231"
LBD7,BWL,32,5/1/2013,4/30/2014,2013,70,Renewed,BRASS MONKEY SALOON,"PO'SAM, INC.",-76.595151,39.285513,Tavern,7 days,"Beer, Wine, & Liquor",1601 EASTERN AVENUE,21231,"Baltimore, MD 21231"
LBD7,BWL,178,5/1/2013,4/30/2014,2013,491,Renewed,HUBCAP INN,"K. ANAND, INC.",-76.538819,39.34751,Tavern,7 days,"Beer, Wine, & Liquor",6001 BELAIR ROAD,21206,"Baltimore, MD 21206"
LBD7,BWL,22,5/1/2015,4/30/2016,2015,56,Transferred,CLUB PUSSYCAT,"CLUB PUSSYCAT, INC.",-76.609703,39.289758,Tavern,7 days,"Beer, Wine, & Liquor",411 BALTIMORE STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,478,5/1/2013,4/30/2014,2013,1441,Renewed,SECURED CREDITOR,N/A,-76.662681,39.336191,Tavern,7 days,"Beer, Wine, & Liquor",4103 PIMLICO ROAD,21215,"Baltimore, MD 21215"
LBD7,BWL,140,5/1/2013,4/30/2014,2013,384,Renewed,GRAND CENTRAL,"S.D.D., INC.",-76.615912,39.301119,Tavern,7 days,"Beer, Wine, & Liquor",1001-03 CHARLES STREET NORTH,21201,"Baltimore, MD 21201"
LBD7,BWL,229,5/1/2013,4/30/2014,2013,636,Renewed,HAWLEY'S PUB,"HAWLEY ENTERPRISES, LLC",-76.654293,39.26496,Tavern,7 days,"Beer, Wine, & Liquor",2616-18 WASHINGTON BOULEVARD,21230,"Baltimore, MD 21230"
LBD7,BWL,228,5/1/2013,4/30/2014,2013,634,Renewed,BLARNEY STONE PUB,"BLARNEY STONE PUB, INC.",-76.593493,39.283286,Tavern,7 days,"Beer, Wine, & Liquor",704 BROADWAY SOUTH,21231,"Baltimore, MD 21231"
LBD7,BWL,182,5/1/2013,4/30/2014,2013,502,Renewed,M & M LOUNGE,"MYONGNAM, INC.",-76.5825,39.304738,Tavern,7 days,"Beer, Wine, & Liquor",2500 BIDDLE STREET EAST,21213,"Baltimore, MD 21213"
LBD7,BWL,120,5/1/2013,4/30/2014,2013,328,Renewed,FAVORITES PUB,"BEN & TIM, INC.",-76.60994,39.360784,Tavern,7 days,"Beer, Wine, & Liquor",5804 YORK ROAD,21212,"Baltimore, MD 21212"
LBD7,BWL,36,5/1/2013,4/30/2014,2013,82,Renewed,BLUEGRASS,"BLUEGRASS ENTERPRISES, LLC",-76.615256,39.272465,Tavern,7 days,"Beer, Wine, & Liquor",1500 HANOVER STREET SOUTH,21230,"Baltimore, MD 21230"
LBD7,BWL,231,5/1/2013,4/30/2014,2013,642,Renewed,WYLIE LIQUORS,"J & T LIQUORS, INC.",-76.666308,39.341561,Tavern,7 days,"Beer, Wine, & Liquor",3101-03 WYLIE AVENUE,21215,"Baltimore, MD 21215"
LBD7,BWL,146,5/1/2013,4/30/2014,2013,396,Renewed,METRO GALLERY,METRO GALLERY HOLDING CORP.,-76.616412,39.308895,Tavern,7 days,"Beer, Wine, & Liquor",1700 CHARLES STREET NORTH,21201,"Baltimore, MD 21201"
LBD7,BWL,75,5/1/2015,4/30/2016,2015,217,Renewed,SAIGON TODAY,"SAIGON TODAY, LLC",-76.574233,39.284191,Tavern,7 days,"Beer, Wine, & Liquor",700 POTOMAC STREET SOUTH,21224,"Baltimore, MD 21224"
LBD7,BWL,324,5/1/2013,4/30/2014,2013,884,Renewed,QUEST,OTT CORPORATION,-76.566431,39.285622,Tavern,7 days,"Beer, Wine, & Liquor",3607 FLEET STREET,21224,"Baltimore, MD 21224"
LBD7,BWL,163,5/1/2013,4/30/2014,2013,454,Renewed,DOWNTOWN LOUNGE,"FOUR ONE FOUR, LLC",-76.60958,39.289765,Tavern,7 days,"Beer, Wine, & Liquor",414-16 BALTIMORE STREET EAST,21202,"Baltimore, MD 21202"
AE,AE,8,7/1/2013,6/30/2014,2013,1279,Renewed,GENTLEMEN'S GOLD CLUB,"GGC-BALTIMORE, LLC.",-76.548498,39.301657,Adult,,,5801 PULASKI HIGHWAY,21205,"Baltimore, MD 21205"
LBD7,BWL,283,5/1/2013,4/30/2014,2013,769,Renewed,WHARF RAT FELLS POINT,"HARRY OLIVER MANAGEMENT CO., INC.",-76.591184,39.282554,Tavern,7 days,"Beer, Wine, & Liquor",801-03 ANN STREET SOUTH,21231,"Baltimore, MD 21231"
LBD7,BWL,63,5/1/2013,4/30/2014,2013,177,Renewed,M & M DISCOUNT LIQUORS,"YONG'S PLACE, INC.",-76.675672,39.348912,Tavern,7 days,"Beer, Wine, & Liquor",5142 PARK HEIGHTS AVENUE,21215,"Baltimore, MD 21215"
LBD7,BWL,378,5/1/2013,4/30/2014,2013,1018,Renewed,MIRAGE,"ULTRA LOUNGE, LLC",-76.621099,39.289307,Tavern,7 days,"Beer, Wine, & Liquor",401 BALTIMORE STREET WEST,21201,"Baltimore, MD 21201"
LBD7,BWL,451,6/6/2013,4/30/2014,2013,T1235,Transferred,DDL LOUNGE,"DDL LOUNGE, LLC",-76.581695,39.314605,Tavern,7 days,"Beer, Wine, & Liquor",2008 BELAIR ROAD,21213,"Baltimore, MD 21213"
LBD7,BWL,244,5/1/2013,4/30/2014,2013,670,Renewed,MAISY'S,"MH4, LLC",-76.615376,39.292784,Tavern,7 days,"Beer, Wine, & Liquor",313 CHARLES STREET NORTH,21201,"Baltimore, MD 21201"
LBD7,BWL,129,5/1/2013,4/30/2014,2013,347,Renewed,SHELDON LOUNGE,"4325 BELAIR ROAD, INC.",-76.564348,39.328977,Tavern,7 days,"Beer, Wine, & Liquor",4325-27 BELAIR ROAD,21206,"Baltimore, MD 21206"
LBD7,BWL,249,5/1/2013,4/30/2014,2013,690,Renewed,SUPER STAR INN,"SERDENES RESTAURANT, INC.",-76.54958,39.301294,Tavern,7 days,"Beer, Wine, & Liquor",5603 PULASKI HIGHWAY,21205,"Baltimore, MD 21205"
LBD7,BWL,160,5/1/2013,4/30/2014,2013,437,Renewed,CATON CASTLE,"O AND S ENTERPRISES, LIMITED",-76.673025,39.285145,Tavern,7 days,"Beer, Wine, & Liquor",20 CATON AVENUE SOUTH,21229,"Baltimore, MD 21229"
LBD7,BWL,223,5/1/2013,4/30/2014,2013,617,Renewed,TODD CONNER'S,"HAPPY DOG, INC.",-76.593496,39.283398,Tavern,7 days,"Beer, Wine, & Liquor",700 BROADWAY SOUTH,21231,"Baltimore, MD 21231"
LBD7,BWL,72,5/1/2013,4/30/2014,2013,201,Renewed,CLUB THUNDERBIRD,"NEW CLUB THUNDERBIRD, INC",-76.586821,39.303518,Tavern,7 days,"Beer, Wine, & Liquor",2201 CHASE STREET EAST,21213,"Baltimore, MD 21213"
LBD7,BWL,75,5/1/2013,4/30/2014,2013,207,Renewed,GLASS DOOR LOUNGE,"GLASS DOOR LOUNGE, INC.",-76.599969,39.2924,Tavern,7 days,"Beer, Wine, & Liquor",1263 FAYETTE STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,307,5/1/2013,4/30/2014,2013,839,Renewed,LARAE'S LOUNGE,N/A,-76.603655,39.30606,Tavern,7 days,"Beer, Wine, & Liquor",1000 HOFFMAN STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,233,3/31/2014,4/30/2014,2013,T0645,Transferred,CHRIS LIQUOR & GRILL,"1269 WASHINGTON, INC.",-76.635175,39.280771,Tavern,7 days,"Beer, Wine, & Liquor",1269 WASHINGTON BOULEVARD,21230,"Baltimore, MD 21230"
LBD7,BWL,343,5/1/2013,4/30/2014,2013,927,Renewed,2 O'CLOCK CLUB,"NEW 2 O'CLOCK CLUB, INC.",-76.60958,39.289765,Tavern,7 days,"Beer, Wine, & Liquor",414-16 BALTIMORE STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,184,5/1/2013,4/30/2014,2013,506,Renewed,CIRCUS BAR,"SILVERLUD, INC.",-76.609161,39.289784,Tavern,7 days,"Beer, Wine, & Liquor",427 BALTIMORE STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,73,5/1/2013,4/30/2014,2013,204,Renewed,O'CONNORS,4801 EASTERN AVENUE CORPORATION,-76.555604,39.287071,Tavern,7 days,"Beer, Wine, & Liquor",4801 EASTERN AVENUE,21224,"Baltimore, MD 21224"
LBD7,BWL,71,5/1/2013,4/30/2014,2013,200,Renewed,MOBYS,"TOMMY, INC.",-76.593174,39.283004,Tavern,7 days,"Beer, Wine, & Liquor",721 BROADWAY SOUTH,21231,"Baltimore, MD 21231"
LBD7,BWL,48,5/1/2013,4/30/2014,2013,116,Renewed,ORLEANS LIQUOR,"D.E.D., INC.",-76.583524,39.295777,Tavern,7 days,"Beer, Wine, & Liquor",401 MONTFORD AVENUE NORTH,21224,"Baltimore, MD 21224"
LBD7,BWL,215,5/1/2013,4/30/2014,2013,595,Renewed,MAX'S ON BROADWAY,BETOR CORPORATION,-76.592927,39.28258,Tavern,7 days,"Beer, Wine, & Liquor",731-37 BROADWAY SOUTH,21231,"Baltimore, MD 21231"
LBD7,BWL,41,5/1/2013,4/30/2014,2013,100,Renewed,CAPITAL LOUNGE,"CHOPPER'S LOUNGE, INC.",-76.633362,39.302486,Tavern,7 days,"Beer, Wine, & Liquor",1531 PENNSYLVANIA AVENUE,21217,"Baltimore, MD 21217"
LBD7,BWL,430,5/1/2013,4/30/2014,2013,1194,Renewed,BENDERS,"BENDERS, LLC",-76.591527,39.287613,Tavern,7 days,"Beer, Wine, & Liquor",301 ANN STREET SOUTH,21231,"Baltimore, MD 21231"
LBD7,BWL,163,5/1/2013,4/30/2014,2013,454,Renewed,DOWNTOWN LOUNGE,"FOUR ONE FOUR, LLC",-76.60958,39.289765,Tavern,7 days,"Beer, Wine, & Liquor",414-16 BALTIMORE STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,113,5/1/2013,4/30/2014,2013,317,Renewed,ANGLE INN,"DORCO, INC.",-76.545322,39.281359,Tavern,7 days,"Beer, Wine, & Liquor",5801-13 O'DONNELL STREET,21224,"Baltimore, MD 21224"
AE,AE,19,7/1/2013,6/30/2014,2013,1294,Renewed,FANTASIES,"KIMMICO, INC.",-76.587684,39.216979,Adult,,,5520 PENNINGTON AVENUE,21226,"Baltimore, MD 21226"
LBD7,BWL,59,5/1/2013,4/30/2014,2013,169,Renewed,WONDERLAND LIQUORS,"WONDERLAND CHEERS, INC.",-76.638242,39.306483,Tavern,7 days,"Beer, Wine, & Liquor",2043-45 PENNSYLVANIA AVENUE,21217,"Baltimore, MD 21217"
LBD7,BWL,166,5/1/2013,4/30/2014,2013,463,Renewed,RAY'S TAVERN,N/A,-76.532358,39.259819,Tavern,7 days,"Beer, Wine, & Liquor",6500 ST. HELENA AVENUE,21222,"Baltimore, MD 21222"
LBD7,BWL,131,5/1/2013,4/30/2014,2013,350,Renewed,NEW DYNASTY LOUNGE,"STATON STATION, INC.",-76.649657,39.295076,Tavern,7 days,"Beer, Wine, & Liquor",2019-21 EDMONDSON AVENUE,21223,"Baltimore, MD 21223"
LBD7,BWL,277,5/1/2013,4/30/2014,2013,756,Renewed,EVERYMAN THEATRE,"EVERYMAN THEATRE, INC.",-76.620452,39.290441,Tavern,7 days,"Beer, Wine, & Liquor",315 FAYETTE STREET WEST,21201,"Baltimore, MD 21201"
LBD7,BWL,135,5/1/2013,4/30/2014,2013,364,Renewed,CAMDEN PUB,"TEASER'S, INC.",-76.625164,39.286139,Tavern,7 days,"Beer, Wine, & Liquor",645-47 PRATT STREET WEST,21201,"Baltimore, MD 21201"
LBD7,BWL,173,7/8/2013,4/30/2014,2013,TT0476,Transferred,SMILEY'S TAVERN,T AND M WASH BLVD INC,-76.652779,39.266326,Tavern,7 days,"Beer, Wine, & Liquor",2522 WASHINGTON BOULEVARD,21230,"Baltimore, MD 21230"
LBD7,BWL,334,5/1/2013,4/30/2014,2013,904,Renewed,FOUR G'S  LIQUOR & LOUNGE,"NEW FOUR G'S ENTERPRISES, INC.",-76.695949,39.331451,Tavern,7 days,"Beer, Wine, & Liquor",4701-03 LIBERTY HEIGHTS AVENUE,21207,"Baltimore, MD 21207"
LBD7,BWL,94,5/1/2013,4/30/2014,2013,269,Renewed,AL-HO CLUB,"J.V.W., INC.",-76.6502,39.28564,Tavern,7 days,"Beer, Wine, & Liquor",2105-07 FREDERICK AVENUE,21223,"Baltimore, MD 21223"
LBD7,BWL,79,5/1/2013,4/30/2014,2013,215,Renewed,OTTOBAR,"CAMP ZAMA, INC.",-76.619795,39.31883,Tavern,7 days,"Beer, Wine, & Liquor",2549-53 HOWARD STREET NORTH,21218,"Baltimore, MD 21218"
